datetime,symbol,open,high,low,close,volume
2024-01-02 16:00:00,BINANCE:SOLUSDT,112.94,114.05,112.87,113.83,91784.25
2024-01-02 16:30:00,BINANCE:SOLUSDT,113.82,114.04,113.14,113.32,87087.47
2024-01-02 17:00:00,BINANCE:SOLUSDT,113.31,113.76,111.9,112.29,181339.19
2024-01-02 17:30:00,BINANCE:SOLUSDT,112.29,112.37,109.14,110.02,394087.65
2024-01-02 18:00:00,BINANCE:SOLUSDT,110.01,110.7,107.66,108.81,317641.99
2024-01-02 18:30:00,BINANCE:SOLUSDT,108.82,110.63,108.38,109.61,320349.6
2024-01-02 19:00:00,BINANCE:SOLUSDT,109.62,110.15,108.5,109.56,180082.08
2024-01-02 19:30:00,BINANCE:SOLUSDT,109.56,110.43,108.8,110.14,156854.68
2024-01-02 20:00:00,BINANCE:SOLUSDT,110.13,110.48,108.82,109.01,124789.67
2024-01-02 20:30:00,BINANCE:SOLUSDT,109.01,109.02,106.36,107.7,274031.33
2024-01-02 21:00:00,BINANCE:SOLUSDT,107.7,108.47,107.44,107.79,122296.88
2024-01-02 21:30:00,BINANCE:SOLUSDT,107.8,108.31,107.58,107.84,77754.57
2024-01-02 22:00:00,BINANCE:SOLUSDT,107.83,109.11,107.4,107.75,134596.66
2024-01-02 22:30:00,BINANCE:SOLUSDT,107.76,108.17,107.0,107.67,117237.84
2024-01-02 23:00:00,BINANCE:SOLUSDT,107.67,108.74,107.21,107.9,94940.09
2024-01-02 23:30:00,BINANCE:SOLUSDT,107.91,108.14,106.97,107.02,91795.41
2024-01-03 00:00:00,BINANCE:SOLUSDT,107.02,107.67,106.61,106.94,113203.66
2024-01-03 00:30:00,BINANCE:SOLUSDT,106.94,108.01,106.83,107.98,98236.59
2024-01-03 01:00:00,BINANCE:SOLUSDT,107.98,108.9,107.78,108.28,121241.36
2024-01-03 01:30:00,BINANCE:SOLUSDT,108.27,108.57,107.57,107.98,66537.71
2024-01-03 02:00:00,BINANCE:SOLUSDT,107.99,108.02,107.12,107.27,71735.97
2024-01-03 02:30:00,BINANCE:SOLUSDT,107.28,107.29,106.02,106.73,126624.5
2024-01-03 03:00:00,BINANCE:SOLUSDT,106.72,108.02,106.51,106.7,136053.06
2024-01-03 03:30:00,BINANCE:SOLUSDT,106.7,107.9,106.55,107.31,102522.98
2024-01-03 04:00:00,BINANCE:SOLUSDT,107.3,107.85,107.03,107.16,94297.57
2024-01-03 04:30:00,BINANCE:SOLUSDT,107.16,108.52,106.48,108.15,130398.22
2024-01-03 05:00:00,BINANCE:SOLUSDT,108.14,108.7,107.74,108.07,89611.63
2024-01-03 05:30:00,BINANCE:SOLUSDT,108.08,108.4,107.44,107.69,60326.75
2024-01-03 06:00:00,BINANCE:SOLUSDT,107.68,108.07,107.16,107.52,56450.17
2024-01-03 06:30:00,BINANCE:SOLUSDT,107.52,108.11,107.19,108.11,53318.69
2024-01-03 07:00:00,BINANCE:SOLUSDT,108.11,108.4,107.09,107.91,75002.62
2024-01-03 07:30:00,BINANCE:SOLUSDT,107.9,108.0,107.32,107.97,57964.0
2024-01-03 08:00:00,BINANCE:SOLUSDT,107.98,108.89,107.71,108.78,109825.44
2024-01-03 08:30:00,BINANCE:SOLUSDT,108.77,108.86,108.16,108.33,85593.92
2024-01-03 09:00:00,BINANCE:SOLUSDT,108.33,109.79,107.99,109.48,183083.14
2024-01-03 09:30:00,BINANCE:SOLUSDT,109.48,109.48,108.51,109.26,151452.14
2024-01-03 10:00:00,BINANCE:SOLUSDT,109.26,109.9,109.17,109.53,99383.36
2024-01-03 10:30:00,BINANCE:SOLUSDT,109.53,109.62,107.43,107.81,149330.05
2024-01-03 11:00:00,BINANCE:SOLUSDT,107.8,108.59,107.24,108.18,106213.35
2024-01-03 11:30:00,BINANCE:SOLUSDT,108.18,108.46,107.57,108.33,73625.34
2024-01-03 12:00:00,BINANCE:SOLUSDT,108.33,109.33,108.17,109.09,174742.48
2024-01-03 12:30:00,BINANCE:SOLUSDT,109.09,109.38,108.56,108.97,151252.55
2024-01-03 13:00:00,BINANCE:SOLUSDT,108.97,109.37,108.43,108.63,174998.34
2024-01-03 13:30:00,BINANCE:SOLUSDT,108.63,108.81,106.2,107.28,284442.28
2024-01-03 14:00:00,BINANCE:SOLUSDT,107.29,107.44,104.16,104.46,410482.19
2024-01-03 14:30:00,BINANCE:SOLUSDT,104.46,105.49,102.3,103.42,432633.23
2024-01-03 15:00:00,BINANCE:SOLUSDT,103.42,103.47,85.0,97.76,1657102.97
2024-01-03 15:30:00,BINANCE:SOLUSDT,97.77,100.67,95.54,100.31,911902.36
2024-01-03 16:00:00,BINANCE:SOLUSDT,100.31,100.31,98.52,99.19,541843.85
2024-01-03 16:30:00,BINANCE:SOLUSDT,99.19,99.85,96.26,98.43,533149.66
2024-01-03 17:00:00,BINANCE:SOLUSDT,98.43,98.56,95.08,96.38,458221.05
2024-01-03 17:30:00,BINANCE:SOLUSDT,96.38,97.76,95.75,96.57,373190.55
2024-01-03 18:00:00,BINANCE:SOLUSDT,96.55,98.57,96.45,98.05,385564.7
2024-01-03 18:30:00,BINANCE:SOLUSDT,98.05,102.09,97.56,102.06,411572.7
2024-01-03 19:00:00,BINANCE:SOLUSDT,102.03,103.3,99.72,101.11,630854.32
2024-01-03 19:30:00,BINANCE:SOLUSDT,101.1,101.27,98.43,99.6,438395.42
2024-01-03 20:00:00,BINANCE:SOLUSDT,99.61,99.71,97.7,98.35,269216.21
2024-01-03 20:30:00,BINANCE:SOLUSDT,98.35,98.76,96.62,97.75,260224.38
2024-01-03 21:00:00,BINANCE:SOLUSDT,97.75,98.94,97.33,97.52,282165.15
2024-01-03 21:30:00,BINANCE:SOLUSDT,97.53,97.63,95.21,96.84,241449.89
2024-01-03 22:00:00,BINANCE:SOLUSDT,96.82,97.87,96.45,97.71,180511.78
2024-01-03 22:30:00,BINANCE:SOLUSDT,97.7,98.49,97.17,97.38,173893.28
2024-01-03 23:00:00,BINANCE:SOLUSDT,97.38,98.8,97.22,98.55,140948.03
2024-01-03 23:30:00,BINANCE:SOLUSDT,98.55,99.79,98.55,99.62,200589.84
2024-01-04 00:00:00,BINANCE:SOLUSDT,99.62,100.52,98.57,99.97,176008.2
2024-01-04 00:30:00,BINANCE:SOLUSDT,99.96,100.33,99.3,100.26,138748.27
2024-01-04 01:00:00,BINANCE:SOLUSDT,100.28,100.3,98.97,99.11,117504.03
2024-01-04 01:30:00,BINANCE:SOLUSDT,99.09,99.15,98.15,98.81,100001.94
2024-01-04 02:00:00,BINANCE:SOLUSDT,98.81,99.0,97.6,98.33,97072.02
2024-01-04 02:30:00,BINANCE:SOLUSDT,98.34,98.64,98.09,98.52,57926.28
2024-01-04 03:00:00,BINANCE:SOLUSDT,98.52,100.11,98.14,99.67,179317.04
2024-01-04 03:30:00,BINANCE:SOLUSDT,99.67,100.35,99.44,100.11,88844.76
2024-01-04 04:00:00,BINANCE:SOLUSDT,100.11,100.39,97.54,98.4,171180.3
2024-01-04 04:30:00,BINANCE:SOLUSDT,98.41,99.16,98.23,98.37,96678.58
2024-01-04 05:00:00,BINANCE:SOLUSDT,98.37,100.24,98.05,99.89,95499.11
2024-01-04 05:30:00,BINANCE:SOLUSDT,99.88,101.1,99.76,100.9,124486.82
2024-01-04 06:00:00,BINANCE:SOLUSDT,100.9,102.0,100.63,100.69,163613.14
2024-01-04 06:30:00,BINANCE:SOLUSDT,100.69,101.35,100.16,101.1,95533.4
2024-01-04 07:00:00,BINANCE:SOLUSDT,101.1,101.47,100.32,100.73,112535.94
2024-01-04 07:30:00,BINANCE:SOLUSDT,100.73,101.17,100.24,100.56,67434.6
2024-01-04 08:00:00,BINANCE:SOLUSDT,100.55,101.09,99.63,99.91,89142.0
2024-01-04 08:30:00,BINANCE:SOLUSDT,99.91,101.67,99.89,101.21,126118.48
2024-01-04 09:00:00,BINANCE:SOLUSDT,101.21,101.5,100.41,100.95,95383.05
2024-01-04 09:30:00,BINANCE:SOLUSDT,100.94,101.35,100.51,100.73,70377.47
2024-01-04 10:00:00,BINANCE:SOLUSDT,100.74,101.2,99.64,100.0,111125.68
2024-01-04 10:30:00,BINANCE:SOLUSDT,100.01,100.63,98.75,98.88,180145.59
2024-01-04 11:00:00,BINANCE:SOLUSDT,98.89,99.26,98.07,98.62,123376.8
2024-01-04 11:30:00,BINANCE:SOLUSDT,98.61,98.74,97.21,98.06,164347.23
2024-01-04 12:00:00,BINANCE:SOLUSDT,98.06,98.86,98.03,98.67,68414.86
2024-01-04 12:30:00,BINANCE:SOLUSDT,98.67,99.12,98.12,98.49,90074.64
2024-01-04 13:00:00,BINANCE:SOLUSDT,98.49,99.02,96.6,97.21,158843.2
2024-01-04 13:30:00,BINANCE:SOLUSDT,97.22,98.51,97.12,98.3,105047.01
2024-01-04 14:00:00,BINANCE:SOLUSDT,98.31,98.9,97.5,98.15,146377.42
2024-01-04 14:30:00,BINANCE:SOLUSDT,98.15,98.88,98.06,98.51,98956.96
2024-01-04 15:00:00,BINANCE:SOLUSDT,98.51,99.84,98.12,98.83,194635.93
2024-01-04 15:30:00,BINANCE:SOLUSDT,98.84,99.7,98.57,99.4,137657.39
2024-01-04 16:00:00,BINANCE:SOLUSDT,99.4,99.46,98.76,98.81,91665.03
2024-01-04 16:30:00,BINANCE:SOLUSDT,98.82,100.52,97.98,99.94,162605.29
2024-01-04 17:00:00,BINANCE:SOLUSDT,99.93,101.0,99.31,100.35,167657.81
2024-01-04 17:30:00,BINANCE:SOLUSDT,100.34,102.31,100.0,102.3,229011.01
2024-01-04 18:00:00,BINANCE:SOLUSDT,102.29,103.59,101.61,103.45,321019.11
2024-01-04 18:30:00,BINANCE:SOLUSDT,103.45,104.4,103.0,103.66,337058.22
2024-01-04 19:00:00,BINANCE:SOLUSDT,103.66,104.03,102.0,102.03,278228.65
2024-01-04 19:30:00,BINANCE:SOLUSDT,102.04,102.63,101.67,102.02,138979.02
2024-01-04 20:00:00,BINANCE:SOLUSDT,102.02,103.75,101.49,103.03,201860.02
2024-01-04 20:30:00,BINANCE:SOLUSDT,103.04,103.79,102.05,103.08,195839.37
2024-01-04 21:00:00,BINANCE:SOLUSDT,103.09,103.62,102.67,103.01,96221.73
2024-01-04 21:30:00,BINANCE:SOLUSDT,103.0,103.96,102.92,103.67,83505.13
2024-01-04 22:00:00,BINANCE:SOLUSDT,103.67,106.0,103.57,105.95,220761.95
2024-01-04 22:30:00,BINANCE:SOLUSDT,105.94,106.86,105.02,105.16,324126.08
2024-01-04 23:00:00,BINANCE:SOLUSDT,105.16,107.48,105.16,107.17,229291.22
2024-01-04 23:30:00,BINANCE:SOLUSDT,107.18,108.15,106.21,106.3,296961.7
2024-01-05 00:00:00,BINANCE:SOLUSDT,106.29,107.16,105.53,106.01,236759.85
2024-01-05 00:30:00,BINANCE:SOLUSDT,106.02,106.31,105.21,105.59,108524.31
2024-01-05 01:00:00,BINANCE:SOLUSDT,105.58,106.84,105.47,105.83,118229.09
2024-01-05 01:30:00,BINANCE:SOLUSDT,105.81,105.82,104.29,104.78,97863.14
2024-01-05 02:00:00,BINANCE:SOLUSDT,104.79,105.39,104.38,105.22,73948.76
2024-01-05 02:30:00,BINANCE:SOLUSDT,105.23,105.23,104.46,104.91,70219.06
2024-01-05 03:00:00,BINANCE:SOLUSDT,104.91,105.48,104.45,104.65,93359.34
2024-01-05 03:30:00,BINANCE:SOLUSDT,104.64,104.68,102.7,104.08,162481.92
2024-01-05 04:00:00,BINANCE:SOLUSDT,104.07,104.65,102.77,102.98,141836.33
2024-01-05 04:30:00,BINANCE:SOLUSDT,102.97,103.68,98.5,101.03,400872.4
2024-01-05 05:00:00,BINANCE:SOLUSDT,101.02,102.43,100.5,100.53,224352.83
2024-01-05 05:30:00,BINANCE:SOLUSDT,100.53,101.84,100.43,101.01,97017.21
2024-01-05 06:00:00,BINANCE:SOLUSDT,101.04,101.91,100.91,101.56,97742.43
2024-01-05 06:30:00,BINANCE:SOLUSDT,101.56,101.61,100.49,100.95,104674.76
2024-01-05 07:00:00,BINANCE:SOLUSDT,100.92,101.4,99.99,100.81,151549.56
2024-01-05 07:30:00,BINANCE:SOLUSDT,100.8,101.41,100.21,100.8,111021.18
2024-01-05 08:00:00,BINANCE:SOLUSDT,100.79,101.68,100.61,101.34,102934.76
2024-01-05 08:30:00,BINANCE:SOLUSDT,101.35,102.22,100.69,101.43,205083.03
2024-01-05 09:00:00,BINANCE:SOLUSDT,101.43,101.74,100.82,100.85,62631.02
2024-01-05 09:30:00,BINANCE:SOLUSDT,100.86,101.82,100.55,101.56,92036.1
2024-01-05 10:00:00,BINANCE:SOLUSDT,101.56,102.23,101.15,101.71,84103.67
2024-01-05 10:30:00,BINANCE:SOLUSDT,101.7,101.72,101.11,101.15,61652.29
2024-01-05 11:00:00,BINANCE:SOLUSDT,101.16,102.35,101.15,102.0,83460.41
2024-01-05 11:30:00,BINANCE:SOLUSDT,102.01,102.1,101.22,101.51,76990.59
2024-01-05 12:00:00,BINANCE:SOLUSDT,101.51,103.17,101.45,101.91,171766.11
2024-01-05 12:30:00,BINANCE:SOLUSDT,101.91,102.77,101.88,102.6,175340.99
2024-01-05 13:00:00,BINANCE:SOLUSDT,102.59,102.78,101.32,101.59,114556.8
2024-01-05 13:30:00,BINANCE:SOLUSDT,101.59,101.59,99.07,100.11,214831.99
2024-01-05 14:00:00,BINANCE:SOLUSDT,100.11,100.72,99.56,100.59,167561.7
2024-01-05 14:30:00,BINANCE:SOLUSDT,100.6,100.64,99.43,99.62,146711.0
2024-01-05 15:00:00,BINANCE:SOLUSDT,99.63,100.98,98.62,100.34,172022.56
2024-01-05 15:30:00,BINANCE:SOLUSDT,100.34,101.03,100.22,100.6,126660.42
2024-01-05 16:00:00,BINANCE:SOLUSDT,100.6,101.44,100.45,100.8,111001.42
2024-01-05 16:30:00,BINANCE:SOLUSDT,100.79,101.04,99.66,100.78,137134.06
2024-01-05 17:00:00,BINANCE:SOLUSDT,100.78,101.2,99.0,99.47,173878.02
2024-01-05 17:30:00,BINANCE:SOLUSDT,99.48,99.68,96.72,97.45,366806.11
2024-01-05 18:00:00,BINANCE:SOLUSDT,97.46,99.01,97.28,98.18,239933.25
2024-01-05 18:30:00,BINANCE:SOLUSDT,98.18,98.6,97.52,98.03,141318.01
2024-01-05 19:00:00,BINANCE:SOLUSDT,98.03,98.44,97.02,97.77,162767.55
2024-01-05 19:30:00,BINANCE:SOLUSDT,97.78,98.07,95.55,96.1,210115.38
2024-01-05 20:00:00,BINANCE:SOLUSDT,96.1,97.2,95.23,96.6,265778.3
2024-01-05 20:30:00,BINANCE:SOLUSDT,96.6,98.06,96.5,97.83,173909.03
2024-01-05 21:00:00,BINANCE:SOLUSDT,97.83,98.01,97.04,97.36,89670.13
2024-01-05 21:30:00,BINANCE:SOLUSDT,97.36,98.29,97.23,97.99,94880.58
2024-01-05 22:00:00,BINANCE:SOLUSDT,98.0,98.71,97.72,97.77,69919.23
2024-01-05 22:30:00,BINANCE:SOLUSDT,97.77,98.89,97.63,97.95,114062.13
2024-01-05 23:00:00,BINANCE:SOLUSDT,97.96,98.47,97.94,98.34,61065.9
2024-01-05 23:30:00,BINANCE:SOLUSDT,98.34,100.18,98.21,99.64,169425.02
2024-01-06 00:00:00,BINANCE:SOLUSDT,99.64,99.64,98.3,98.96,105048.68
2024-01-06 00:30:00,BINANCE:SOLUSDT,98.97,99.2,98.47,99.16,57451.04
2024-01-06 01:00:00,BINANCE:SOLUSDT,99.15,99.92,98.72,98.83,89737.48
2024-01-06 01:30:00,BINANCE:SOLUSDT,98.83,99.26,97.68,99.21,80615.07
2024-01-06 02:00:00,BINANCE:SOLUSDT,99.21,100.47,99.2,99.98,106308.45
2024-01-06 02:30:00,BINANCE:SOLUSDT,99.98,100.01,99.55,99.94,39490.97
2024-01-06 03:00:00,BINANCE:SOLUSDT,99.93,100.3,98.8,98.91,94718.81
2024-01-06 03:30:00,BINANCE:SOLUSDT,98.9,99.22,98.46,99.05,54101.31
2024-01-06 04:00:00,BINANCE:SOLUSDT,99.05,99.05,97.76,97.95,95931.05
2024-01-06 04:30:00,BINANCE:SOLUSDT,97.96,98.88,97.88,98.34,63159.53
2024-01-06 05:00:00,BINANCE:SOLUSDT,98.33,98.78,98.0,98.5,63782.96
2024-01-06 05:30:00,BINANCE:SOLUSDT,98.5,99.14,98.5,98.74,34918.77
2024-01-06 06:00:00,BINANCE:SOLUSDT,98.74,99.49,98.37,98.92,57009.37
2024-01-06 06:30:00,BINANCE:SOLUSDT,98.92,99.0,98.18,98.66,44475.35
2024-01-06 07:00:00,BINANCE:SOLUSDT,98.66,98.92,98.01,98.43,42516.58
2024-01-06 07:30:00,BINANCE:SOLUSDT,98.43,98.7,97.28,97.33,74026.35
2024-01-06 08:00:00,BINANCE:SOLUSDT,97.33,97.53,95.61,95.9,142257.28
2024-01-06 08:30:00,BINANCE:SOLUSDT,95.92,96.5,93.39,94.41,290099.39
2024-01-06 09:00:00,BINANCE:SOLUSDT,94.42,94.63,92.4,92.9,332507.41
2024-01-06 09:30:00,BINANCE:SOLUSDT,92.9,93.77,91.53,92.03,306044.07
2024-01-06 10:00:00,BINANCE:SOLUSDT,92.04,93.56,92.0,93.45,181710.89
2024-01-06 10:30:00,BINANCE:SOLUSDT,93.45,94.53,92.96,94.5,203201.86
2024-01-06 11:00:00,BINANCE:SOLUSDT,94.51,94.85,93.7,94.7,139489.02
2024-01-06 11:30:00,BINANCE:SOLUSDT,94.7,95.5,94.14,95.27,126060.17
2024-01-06 12:00:00,BINANCE:SOLUSDT,95.27,95.55,94.7,95.45,74407.36
2024-01-06 12:30:00,BINANCE:SOLUSDT,95.45,95.7,94.92,95.02,78046.81
2024-01-06 13:00:00,BINANCE:SOLUSDT,95.02,95.34,94.35,95.32,97401.17
2024-01-06 13:30:00,BINANCE:SOLUSDT,95.32,95.36,94.54,94.61,55299.46
2024-01-06 14:00:00,BINANCE:SOLUSDT,94.61,94.75,93.98,94.52,65013.31
2024-01-06 14:30:00,BINANCE:SOLUSDT,94.53,94.97,94.01,94.45,64612.24
2024-01-06 15:00:00,BINANCE:SOLUSDT,94.45,95.16,94.31,94.53,60272.32
2024-01-06 15:30:00,BINANCE:SOLUSDT,94.53,94.96,93.23,93.64,114561.97
2024-01-06 16:00:00,BINANCE:SOLUSDT,93.65,94.27,92.82,93.85,78980.94
2024-01-06 16:30:00,BINANCE:SOLUSDT,93.85,94.57,93.42,94.22,80625.95
2024-01-06 17:00:00,BINANCE:SOLUSDT,94.24,96.57,94.22,95.93,163725.72
2024-01-06 17:30:00,BINANCE:SOLUSDT,95.93,96.45,95.57,95.99,119003.38
2024-01-06 18:00:00,BINANCE:SOLUSDT,95.99,96.2,95.37,95.65,78199.87
2024-01-06 18:30:00,BINANCE:SOLUSDT,95.65,95.85,94.83,95.18,78190.04
2024-01-06 19:00:00,BINANCE:SOLUSDT,95.18,96.2,94.93,95.34,96065.41
2024-01-06 19:30:00,BINANCE:SOLUSDT,95.34,96.0,95.07,95.62,67910.18
2024-01-06 20:00:00,BINANCE:SOLUSDT,95.61,95.82,95.15,95.53,59264.78
2024-01-06 20:30:00,BINANCE:SOLUSDT,95.54,97.24,95.54,96.79,179399.8
2024-01-06 21:00:00,BINANCE:SOLUSDT,96.79,96.87,96.04,96.48,69946.18
2024-01-06 21:30:00,BINANCE:SOLUSDT,96.48,97.23,96.0,96.15,138167.93
2024-01-06 22:00:00,BINANCE:SOLUSDT,96.15,96.17,94.71,95.19,148797.32
2024-01-06 22:30:00,BINANCE:SOLUSDT,95.19,95.22,94.52,95.05,88193.24
2024-01-06 23:00:00,BINANCE:SOLUSDT,95.05,95.65,94.12,94.83,117125.66
2024-01-06 23:30:00,BINANCE:SOLUSDT,94.83,94.94,93.96,94.43,71447.31
2024-01-07 00:00:00,BINANCE:SOLUSDT,94.43,94.48,93.23,94.08,110959.88
2024-01-07 00:30:00,BINANCE:SOLUSDT,94.1,94.69,94.02,94.63,65338.83
2024-01-07 01:00:00,BINANCE:SOLUSDT,94.63,94.66,93.75,93.76,68134.42
2024-01-07 01:30:00,BINANCE:SOLUSDT,93.76,93.9,93.0,93.4,61693.18
2024-01-07 02:00:00,BINANCE:SOLUSDT,93.4,93.47,92.23,92.91,192421.18
2024-01-07 02:30:00,BINANCE:SOLUSDT,92.91,93.87,92.84,93.77,62262.02
2024-01-07 03:00:00,BINANCE:SOLUSDT,93.77,95.04,93.55,94.57,81496.9
2024-01-07 03:30:00,BINANCE:SOLUSDT,94.56,96.3,94.46,95.54,163900.34
